"Graph Type","Date","Average Time (ms)","Total Time (ms)","Number of Tries","Number of Data Points","Image Width","Image Height","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)"
"ScatterGraph2D","2014/02/12 21:11:04",16.041933921348317,19543,1246,10000,640,480,"","","Initialization","1.7.0_25",1.762,7.923
