,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.312,0.478,1.512,2.292,3.557,7.044,8.313,
100,0.706,1.391,3.360,4.493,6.619,11.212,13.090,
1000,1.788,4.739,12.206,16.688,24.319,39.101,43.468,
10000,1.978,6.839,24.005,36.476,59.302,108.688,131.061,
100000,3.489,8.762,27.747,41.265,65.450,118.109,147.876,
1000000,17.605,27.642,46.655,62.433,85.071,137.269,165.793,
