"Graph Type","Date","Average Time (ms)","Total Time (ms)","Number of Tries","Number of Data Points","Image Width","Image Height","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)","OS"," OS Version"
"IntensityGraph2D","2014/02/27 19:38:58",106.96208070930233,9156,86,100000000,600,400,"10000x10000","asbarber","Max Dataset Size Test","1.7.0_25",4.444,7.923,"Windows 8","6.2"
