"Graph Type","Date","Average Time (ms)","Total Time (ms)","Number of Tries","Number of Data Points","Image Width","Image Height","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)","OS"," OS Version"
"SparklineGraph2D","2014/02/27 19:28:09",15.871373128571435,19472,1260,1000,600,400,"","asbarber","Max Dataset Size Test","1.7.0_25",3.556,7.923,"Windows 8","6.2"
