,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.279,0.459,1.456,2.141,3.386,6.461,7.923,
100,0.657,1.376,3.180,4.422,6.266,10.576,12.397,
1000,1.750,4.505,11.664,15.800,22.580,36.210,41.333,
10000,1.946,6.500,22.911,34.345,55.222,100.941,124.861,
100000,3.352,8.296,25.924,38.907,60.192,111.660,139.046,
1000000,16.803,22.458,41.928,54.910,78.863,131.444,159.071,
