"Graph Type","Date","Average Time (ms)","Total Time (ms)","Number of Tries","Number of Data Points","Image Width","Image Height","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)","OS"," OS Version"
"Histogram1D","2014/02/27 19:29:10",14.293813243471593,18353,1302,1000000,600,400,"","asbarber","Max Dataset Size Test","1.7.0_25",3.556,7.923,"Windows 8","6.2"
