,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.030,0.228,1.075,1.573,2.540,6.007,5.804,
100,0.116,0.200,1.259,1.776,2.516,7.157,6.659,
1000,0.656,0.645,1.388,2.924,4.096,3.906,9.383,
10000,6.611,9.142,9.151,11.986,19.990,12.475,20.957,
100000,130.730,124.172,145.544,130.520,117.033,107.224,128.124,
1000000,1303.786,1012.274,1436.144,1177.352,1442.993,1106.889,1327.997,
