,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.025,0.243,1.157,0.921,1.228,5.750,4.741,
100,0.063,0.223,0.899,1.266,1.583,6.025,6.333,
1000,0.436,1.420,2.387,2.895,3.796,5.957,7.470,
10000,5.095,14.154,13.465,15.114,14.204,17.159,14.928,
100000,125.912,128.201,110.449,145.060,128.419,142.417,108.814,
1000000,1275.263,1317.476,1304.803,1239.832,1442.312,1266.986,1309.979,
