,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.498,0.682,4.327,5.231,7.106,19.517,13.273,
100,1.190,3.271,6.854,8.097,15.298,17.064,31.910,
1000,3.453,11.219,33.641,32.261,44.379,65.987,107.808,
10000,4.438,16.442,46.275,71.496,111.388,204.951,275.267,
100000,7.072,13.183,58.526,73.643,65.764,257.599,533.032,
1000000,56.220,57.483,109.440,135.158,205.405,445.315,471.038,
