,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.132,0.447,1.836,1.465,4.697,8.509,6.030,
100,0.146,0.438,1.403,1.967,2.922,8.004,5.928,
1000,0.750,1.110,1.656,3.519,4.383,11.532,4.779,
10000,6.764,5.580,8.308,6.789,9.513,15.012,10.990,
100000,8.241,37.663,64.554,65.723,60.491,49.923,41.048,
1000000,7.105,40.447,149.307,294.016,293.517,521.346,489.051,
