"Graph Type","Date","Average Time (ms)","Total Time (ms)","Number of Tries","Number of Data Points","Image Width","Image Height","Timing Type","Update Applied","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)","OS","OS Version",
"BubbleGraph2D","2014/03/29 21:19:45","25.35122607594936","1969","79","1000","600","400","System","","","","","1.7.0_51","3.556","7.922","Windows 8","6.2",
