,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.049,0.114,0.919,1.222,2.327,4.756,5.111,
100,0.079,0.279,1.009,1.489,2.268,4.170,5.682,
1000,0.229,0.557,1.705,2.091,3.556,6.164,6.658,
10000,0.730,1.157,3.208,2.807,8.442,12.890,11.080,
100000,4.034,5.546,6.764,6.498,17.274,13.335,20.739,
1000000,44.004,43.628,48.289,47.161,64.234,48.401,63.842,
