"Graph Type","Date","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)","OS"," OS Version"
"SparklineGraph2D","20140306123412","","asbarber","","1.7.0_25",1.762,7.922,"Windows 8","6.2"
