"Graph Type","Date","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)","OS"," OS Version"
"ScatterGraph2D","20140228131510","","asbarber","Initialize","1.7.0_25",1.762,7.923,"Windows 8","6.2"
