,160x120,320x240,640x480,800x600,1024x768,1440x1080,1600x1200,
10,0.093,0.152,0.655,1.066,1.169,2.342,2.721,
100,0.159,0.313,0.640,1.053,0.967,2.251,2.890,
1000,1.389,1.531,2.144,2.899,3.729,3.680,5.055,
10000,12.697,15.026,13.661,14.168,14.796,18.628,18.966,
100000,115.273,143.695,131.017,123.781,138.233,138.053,140.899,
1000000,1260.558,1327.856,1295.937,1276.634,1284.514,1216.136,1382.246,
