"Graph Type","Date","Average Time (ms)","Total Time (ms)","Number of Tries","Number of Data Points","Image Width","Image Height","Timing Type","Update Applied","Dataset Comments","Author","General Message","JVM Version","Available Memory (GB)","RAM (GB)","OS","OS Version",
"LineGraph2D","2014/03/17 20:18:37","2.976486940298507","849","335","10000","640","480","System","","","","","1.7.0_51","1.762","7.922","Windows 8","6.2",
